epoch,train_loss,train_acc,val_loss,val_acc,macro_f1,micro_f1
4,1.071837,0.424837,1.061691,0.458015,0.444598,0.458015,0.458015
5,1.050405,0.490196,1.048239,0.480916,0.463718,0.480916,0.480916
6,1.036778,0.508170,1.035046,0.496183,0.476353,0.496183,0.496183
7,1.019093,0.545752,1.024667,0.572519,0.565186,0.572519,0.572519
8,1.008869,0.580065,1.007747,0.603053,0.599410,0.603053,0.603053
9,0.995508,0.604575,1.000650,0.625954,0.622138,0.625954,0.625954
10,0.992988,0.596405,0.984018,0.641221,0.636614,0.641221,0.641221
11,0.974017,0.630719,0.973182,0.656489,0.652012,0.656489,0.656489
12,0.967770,0.633987,0.964167,0.671756,0.668679,0.671756,0.671756
13,0.944646,0.700980,0.951112,0.671756,0.670506,0.671756,0.671756
14,0.944952,0.655229,0.945845,0.664122,0.657859,0.664122,0.664122
15,0.926721,0.704248,0.934219,0.687023,0.684770,0.687023,0.687023
16,0.920038,0.718954,0.918682,0.709924,0.707840,0.709924,0.709924
17,0.917078,0.696078,0.914994,0.717557,0.716491,0.717557,0.717557
18,0.909567,0.694444,0.902546,0.740458,0.740009,0.740458,0.740458
19,0.896332,0.723856,0.895042,0.740458,0.739792,0.740458,0.740458
20,0.880078,0.740196,0.887649,0.717557,0.715963,0.717557,0.717557
